tipo_polinico,granos_de_polen_x_metro_cubico,fecha
Olivo,0.0,2025-11-01
Olivo,0.0,2025-11-02
Olivo,0.0,2025-11-03
Olivo,0.0,2025-11-04
Olivo,0.0,2025-11-05
Olivo,0.0,2025-11-06
Olivo,0.0,2025-11-07
Olivo,0.0,2025-11-08
Olivo,0.0,2025-11-09
Olivo,0.0,2025-11-10
Olivo,0.0,2025-11-11
Olivo,0.0,2025-11-12
Olivo,0.0,2025-11-13
Olivo,0.0,2025-11-14
Olivo,0.0,2025-11-15
Olivo,0.0,2025-11-16
Olivo,0.0,2025-11-17
Olivo,0.0,2025-11-18
Olivo,0.0,2025-11-19
Olivo,0.0,2025-11-20
Olivo,0.0,2025-11-21
Olivo,0.0,2025-11-22
Olivo,0.0,2025-11-23
